date;index;GEOPOLITICS;USGOV_DEF;CHGOV_DEF;EZGOV_DEF;VIX;USDEUR;USDCNY;EURCNY;CNYTRY;GLOBAL_COMMOD;CHGDP;CHCPI;CHGOV_DEF;CHRR;CH10Y;EZGDP;EZCPI;EZRR;EZ10Y;CLIMATE_EQ_INDEX;US10Y;USRR;USGDP;USCPI;TARIFF_USA_CHN;TARIFF_USA_DEU;TARIFF_CHN_USA;TARIFF_CHN_DEU;TARIFF_DEU_USA;TARIFF_DEU_CHN;;;;;;;;
2012.3;131;75.66;34.78;29.68;50.02;16.21;0.80;6.35;7.94;0.28;195.81;15893.73;101.87;29.68;6.00;3.36;2764687.70;98.20;0.75;1.42;423.18;1.64;0.25;17469.70;229.84;3.01;1.72;6.23;9.94;2.89;0.88;;;;;;;;
2012.4;132;79.29;34.67;29.71;51.20;16.79;0.77;6.24;8.10;0.29;193.98;16222.59;102.17;29.71;6.00;3.55;2753689.20;98.83;0.75;1.42;430.62;1.71;0.25;17489.90;231.37;2.98;1.72;6.33;10.00;2.87;0.85;;;;;;;;
2013.1;133;82.71;34.25;30.50;50.49;13.61;0.76;6.22;8.22;0.29;197.15;16517.51;102.57;30.50;6.00;3.59;2743131.00;99.13;0.75;1.52;468.09;1.95;0.25;17662.40;232.30;3.00;1.73;6.36;9.87;2.82;0.86;;;;;;;;
2013.2;134;87.27;34.19;30.73;50.56;14.84;0.77;6.15;8.04;0.30;184.22;16800.38;102.50;30.73;6.00;3.46;2761050.30;99.23;0.58;1.41;553.30;2.00;0.25;17709.70;232.05;3.01;1.74;6.39;9.73;2.76;0.87;;;;;;;;
2013.3;135;88.46;33.87;30.92;50.25;14.30;0.76;6.13;8.11;0.32;181.31;17158.36;102.97;30.92;6.00;3.85;2770025.20;99.49;0.50;1.79;603.76;2.71;0.25;17860.50;233.30;3.03;1.75;6.43;9.59;2.71;0.88;;;;;;;;
2013.4;136;73.70;33.47;31.05;49.90;14.24;0.73;6.09;8.29;0.33;181.20;17458.39;102.67;31.05;6.00;4.39;2777486.70;99.63;0.33;1.79;668.26;2.75;0.25;18016.10;234.16;3.05;1.76;6.46;9.45;2.66;0.89;;;;;;;;
2014.1;137;88.92;33.71;31.15;49.62;14.78;0.73;6.10;8.36;0.36;179.60;17774.77;102.07;31.15;6.00;4.52;2788689.00;99.86;0.25;1.68;702.23;2.76;0.25;17954.00;235.62;3.04;1.74;6.32;9.42;2.69;0.89;;;;;;;;
2014.2;138;91.81;33.44;31.20;49.55;12.79;0.73;6.23;8.54;0.34;178.53;18097.27;102.37;31.20;6.00;4.21;2795074.80;99.76;0.22;1.43;712.26;2.62;0.25;18185.90;236.87;3.04;1.73;6.17;9.40;2.73;0.88;;;;;;;;
2014.3;139;135.59;33.33;31.22;49.52;12.91;0.75;6.16;8.17;0.35;171.34;18418.30;101.73;31.22;6.00;4.21;2808244.50;99.80;0.12;1.07;718.40;2.50;0.25;18406.90;237.48;3.04;1.72;6.03;9.37;2.76;0.88;;;;;;;;
2014.4;140;84.86;33.23;30.65;49.46;15.97;0.80;6.15;7.68;0.37;161.55;18739.79;101.23;30.65;5.60;3.69;2820032.10;99.79;0.05;0.77;645.92;2.28;0.25;18500.00;236.89;3.04;1.71;5.88;9.34;2.80;0.87;;;;;;;;
2015.1;141;109.38;33.15;30.70;48.85;16.63;0.89;6.24;7.02;0.39;149.42;19039.87;101.43;30.70;5.35;3.48;2840344.10;99.60;0.05;0.35;697.87;1.97;0.25;18666.60;235.36;3.06;1.70;5.83;9.21;2.80;1.57;;;;;;;;
2015.2;142;88.12;33.08;30.71;48.76;13.64;0.90;6.20;6.86;0.43;145.95;19382.57;101.40;30.71;4.93;3.52;2853105.20;100.18;0.05;0.53;762.30;2.17;0.25;18782.20;236.96;3.09;1.69;5.77;9.08;2.81;2.28;;;;;;;;
2015.3;143;96.02;33.08;30.85;48.18;19.02;0.90;6.30;7.01;0.45;137.64;19711.50;101.63;30.85;4.52;3.43;2864202.20;100.14;0.05;0.70;618.52;2.22;0.25;18857.40;237.86;3.11;1.69;5.72;8.95;2.82;2.99;;;;;;;;
2015.4;144;130.29;33.18;30.97;48.77;17.43;0.91;6.39;7.00;0.46;131.22;20029.97;101.63;30.97;4.35;3.04;2878696.70;100.06;0.05;0.56;614.87;2.19;0.33;18892.20;237.84;3.14;1.68;5.66;8.82;2.82;3.70;;;;;;;;
2016.1;145;110.56;33.28;31.08;48.01;20.63;0.91;6.54;7.21;0.45;129.72;20342.15;102.30;31.08;4.35;2.84;2893267.60;99.67;0.03;0.32;558.99;1.92;0.50;19001.70;237.69;3.12;1.67;5.74;8.98;2.80;3.66;;;;;;;;
2016.2;146;87.91;33.20;31.20;47.99;15.37;0.89;6.53;7.38;0.44;139.47;20679.04;101.90;31.20;4.35;2.93;2899910.20;100.08;0.00;0.12;563.35;1.75;0.50;19062.70;239.59;3.11;1.67;5.82;9.14;2.78;3.62;;;;;;;;
2016.3;147;105.96;33.19;31.26;48.18;13.57;0.90;6.66;7.44;0.44;141.00;21023.44;101.77;31.26;4.35;2.76;2913560.40;100.37;0.00;-0.07;579.19;1.56;0.50;19197.90;240.61;3.09;1.67;5.90;9.30;2.76;3.58;;;;;;;;
2016.4;148;90.28;33.03;31.23;47.56;14.06;0.93;6.83;7.37;0.48;144.65;21390.81;102.30;31.23;4.35;2.91;2934555.20;100.81;0.00;0.19;523.73;2.13;0.58;19304.40;242.13;3.08;1.67;5.98;9.46;2.74;3.55;;;;;;;;
2017.1;149;105.35;32.92;31.25;47.70;11.70;0.94;6.89;7.33;0.54;151.80;21779.12;100.97;31.25;4.35;3.31;2957216.70;101.45;0.00;0.35;542.02;2.44;0.83;19398.30;243.84;2.97;1.60;5.96;9.38;2.72;3.54;;;;;;;;
2017.2;150;116.28;32.77;31.28;47.77;11.46;0.91;6.86;7.56;0.52;144.47;22136.69;101.47;31.28;4.35;3.53;2978845.60;101.56;0.00;0.31;545.79;2.26;1.08;19506.90;244.12;2.87;1.54;5.94;9.31;2.70;3.53;;;;;;;;
2017.3;151;118.96;32.70;31.39;47.20;10.97;0.85;6.67;7.83;0.53;148.87;22440.34;101.77;31.39;4.35;3.61;3000376.30;101.85;0.00;0.45;576.45;2.24;1.25;19660.80;245.29;2.76;1.48;5.92;9.23;2.68;3.52;;;;;;;;
2017.4;152;88.93;32.52;31.62;46.84;10.31;0.85;6.61;7.78;0.57;148.79;22841.35;101.67;31.62;4.35;3.86;3024393.90;102.27;0.00;0.38;587.40;2.37;1.33;19882.40;247.24;2.66;1.42;5.90;9.15;2.66;3.51;;;;;;;;
2018.1;153;89.63;32.52;31.90;46.87;17.24;0.81;6.36;7.81;0.60;155.67;23315.73;102.27;31.90;4.35;3.87;3024748.50;102.70;0.00;0.62;608.37;2.76;1.58;20044.10;249.32;2.69;1.46;5.85;9.20;2.62;3.48;;;;;;;;
2018.2;154;117.63;32.58;32.18;46.89;15.34;0.84;6.38;7.60;0.69;156.09;23696.39;101.93;32.18;4.35;3.64;3040324.10;103.32;0.00;0.49;603.23;2.92;1.83;20150.50;250.68;2.72;1.51;5.79;9.25;2.59;3.45;;;;;;;;
2018.3;155;99.27;32.67;32.46;47.09;12.91;0.86;6.80;7.91;0.82;144.89;23890.69;102.43;32.46;4.35;3.57;3042142.50;104.00;0.00;0.39;562.59;2.93;2.08;20276.20;251.69;2.75;1.56;5.73;9.30;2.55;3.43;;;;;;;;
2018.4;156;87.68;32.94;32.72;47.22;21.14;0.88;6.91;7.89;0.80;143.52;24298.00;101.93;32.72;4.35;3.43;3060822.60;104.26;0.00;0.37;539.43;3.03;2.33;20304.90;252.71;2.79;1.61;5.67;9.35;2.51;3.40;;;;;;;;
2019.1;157;88.85;33.22;32.91;46.75;16.73;0.88;6.75;7.66;0.79;146.69;24866.23;102.10;32.91;4.35;3.13;3080991.80;104.15;0.00;0.13;619.66;2.65;2.50;20431.60;253.39;2.81;1.59;5.43;8.77;2.52;3.39;;;;;;;;
2019.2;158;97.44;33.19;33.18;47.04;15.18;0.89;6.82;7.66;0.86;149.47;25176.49;102.73;33.18;4.35;3.29;3091881.50;104.74;0.00;-0.11;655.79;2.33;2.50;20602.30;255.25;2.83;1.58;5.18;8.17;2.53;3.38;;;;;;;;
2019.3;159;95.76;33.09;33.41;47.22;15.93;0.90;7.02;7.80;0.81;146.91;25292.20;103.20;33.41;4.22;3.10;3097149.40;105.01;0.00;-0.51;692.76;1.80;2.25;20843.30;256.09;2.86;1.57;4.93;7.57;2.53;3.37;;;;;;;;
2019.4;160;81.73;32.97;33.66;46.93;13.96;0.90;7.04;7.80;0.82;147.90;25681.19;104.80;33.66;4.15;3.20;3097314.50;105.34;0.00;-0.35;711.50;1.79;1.75;20985.40;257.89;2.88;1.55;4.68;6.98;2.54;3.36;;;;;;;;
2020.1;161;98.64;33.66;33.97;49.69;29.18;0.91;6.98;7.69;0.87;147.01;26553.37;104.27;33.97;4.05;2.83;3110688.14;105.26;0.00;-0.41;729.90;1.38;1.25;21117.61;258.82;2.80;1.55;4.63;6.93;2.51;3.33;;;;;;;;
2020.2;162;69.69;53.22;33.47;59.34;35.29;0.91;7.08;7.80;0.97;141.47;26418.11;102.53;33.47;3.85;2.68;3124119.53;104.97;0.00;-0.44;746.53;0.69;0.25;21250.42;258.52;2.72;1.54;4.58;6.87;2.48;3.31;;;;;;;;
2020.3;163;70.77;44.24;33.10;52.59;26.06;0.86;6.92;8.08;1.04;158.01;26915.88;101.53;33.10;3.85;3.02;3137608.91;104.99;0.00;-0.47;1064.05;0.65;0.25;21383.10;261.48;2.63;1.53;4.52;6.82;2.45;3.28;;;;;;;;
2020.4;164;70.07;37.74;32.81;53.36;25.75;0.84;6.62;7.90;1.19;173.50;27703.33;99.80;32.81;3.85;3.23;3149049.76;105.08;0.00;-0.57;1512.06;0.86;0.25;21615.05;263.36;2.55;1.53;4.47;6.77;2.42;3.26;;;;;;;;
2021.1;165;76.66;47.57;32.46;53.84;23.27;0.83;6.48;7.81;1.14;196.85;27940.69;100.37;32.46;3.85;3.21;3167979.00;106.33;0.00;-0.41;1695.06;1.32;0.25;21913.39;265.98;2.59;1.51;4.56;6.73;2.38;3.17;;;;;;;;
2021.2;166;85.10;40.32;32.08;52.89;18.20;0.83;6.46;7.79;1.30;216.53;28607.82;101.13;32.08;3.85;3.13;3181657.76;106.90;0.00;-0.22;1473.24;1.59;0.25;22257.42;270.92;2.62;1.50;4.65;6.69;2.34;3.08;;;;;;;;
2021.3;167;76.20;37.97;31.65;50.93;17.94;0.85;6.47;7.63;1.32;210.22;29247.97;101.00;31.65;3.85;2.89;3195395.58;107.96;0.00;-0.37;1435.27;1.32;0.25;22447.22;275.26;2.66;1.49;4.74;6.66;2.29;2.99;;;;;;;;
2021.4;168;90.31;35.08;30.69;50.81;19.47;0.87;6.39;7.31;1.75;203.18;29764.30;101.57;30.69;3.78;2.89;3220538.85;109.97;0.00;-0.24;1482.65;1.54;0.25;22852.01;279.65;2.69;1.47;4.84;6.62;2.25;2.90;;;;;;;;
2022.1;169;224.60;33.90;30.53;49.57;25.82;0.89;6.35;7.12;2.20;227.09;29980.50;101.50;30.53;3.70;2.78;3237430.40;110.74;0.00;0.16;1296.82;1.93;0.33;22793.22;284.72;2.72;1.49;4.84;6.63;2.25;2.90;;;;;;;;
2022.2;170;154.70;33.74;30.35;49.16;26.82;0.94;6.61;7.04;2.39;229.39;30447.16;102.43;30.35;3.70;2.79;3267035.90;111.52;0.00;1.10;1230.35;2.93;1.08;22809.14;289.99;2.76;1.51;4.85;6.64;2.25;2.90;;;;;;;;
2022.3;171;127.34;33.68;30.08;50.35;24.98;0.99;6.85;6.90;2.62;196.24;31155.07;102.47;30.08;3.65;2.71;3286567.83;112.31;0.75;1.36;1357.35;3.11;2.75;22962.73;293.82;2.79;1.53;4.86;6.65;2.26;2.91;;;;;;;;
2022.4;172;123.69;33.96;29.66;50.95;24.95;0.98;7.11;7.25;2.62;192.80;31432.15;101.83;29.66;3.65;2.79;3283634.02;113.10;2.17;2.14;1271.61;3.83;3.92;23152.85;296.79;2.82;1.54;4.87;6.67;2.26;2.91;;;;;;;;
2023.1;173;110.21;33.73;29.21;49.02;20.71;0.93;6.84;7.34;2.76;202.81;32019.28;100.57;29.21;3.65;2.88;3282971.75;113.93;3.00;2.34;1270.50;3.65;4.75;23313.00;299.47;2.80;1.53;4.86;6.66;2.24;2.89;;;;;;;;
2023.2;174;108.60;33.66;28.64;49.04;16.45;0.92;7.02;7.64;2.95;195.72;32470.24;99.97;28.64;3.58;2.74;3285520.74;114.72;3.75;2.37;1176.11;3.59;5.17;23454.52;301.69;2.78;1.52;4.86;6.65;2.22;2.86;;;;;;;;
2023.3;175;102.41;33.57;28.52;49.57;15.03;0.92;7.24;7.89;3.70;193.31;32770.77;100.03;28.52;3.45;2.63;3285666.48;115.80;4.33;2.59;1040.19;4.15;5.50;23705.83;304.29;2.76;1.51;4.85;6.64;2.21;2.84;;;;;;;;
2023.4;176;165.62;33.42;28.50;50.28;15.25;0.93;7.22;7.77;3.94;195.51;33137.29;99.30;28.50;3.45;2.66;3287210.96;116.22;4.50;2.53;909.77;4.44;5.50;23892.82;306.40;2.74;1.50;4.84;6.63;2.19;2.82;;;;;;;;
2024.1;177;146.66;33.86;28.45;49.07;13.71;0.92;7.19;7.80;4.30;196.89;33619.27;100.37;28.45;3.45;2.41;3297470.89;116.85;4.50;2.32;891.00;4.16;5.50;23989.50;309.20;2.74;1.50;4.84;6.63;2.19;2.82;;;;;;;;
2024.2;178;135.71;33.83;28.43;49.71;13.99;0.93;7.24;7.80;4.46;208.45;34008.90;100.33;28.43;3.42;2.28;3303253.15;117.60;4.42;2.50;885.01;4.44;5.50;24166.81;311.31;2.74;1.50;4.84;6.63;2.19;2.82;;;;;;;;
2024.3;179;121.10;34.08;28.49;49.76;17.07;0.91;7.16;7.87;4.67;199.22;34290.86;100.43;28.49;3.23;2.18;3316747.07;118.29;4.05;2.30;915.37;3.95;5.33;24350.38;312.39;2.74;1.50;4.84;6.63;2.19;2.82;;;;;;;;
2024.4;180;133.77;33.97;28.50;49.90;17.32;0.94;7.19;7.68;4.80;206.44;34918.17;100.27;28.50;3.10;2.00;3318432.38;118.83;3.32;2.26;783.08;4.28;4.75;24486.28;314.73;2.74;1.50;4.84;6.63;2.19;2.82;;;;;;;;
2025.1;181;140.92;34.14;28.57;49.39;18.41;0.95;7.27;7.65;4.97;210.12;35416.26;100.37;28.57;3.10;1.71;3325230.02;119.62;2.82;2.47;722.12;4.53;4.50;24649.44;318.02;2.74;1.50;4.84;6.63;2.19;2.82;;;;;;;;
2025.2;182;171.28;33.95;28.70;49.64;23.71;0.88;7.23;8.20;5.35;202.46;35760.37;100.60;28.70;2.92;1.67;3333307.38;119.93;2.32;2.43;796.33;4.51;4.50;24800.64;320.72;36.94;14.00;16.24;6.63;2.19;2.82;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
